"country","ADM0","ADM1","ADM2","decimalLatitude","decimalLongitude","Site","yearCollected","monthCollected","dayCollected","date","date_t1","date_t2","materialSampleID","genus","species","scientific","susceptibility","nativeStatus","lifeStage","sex","individualCount","diseaseTested","BdDetected","BsalDetected","BdLoad","BsalLoad","fatal","specimenFate","basisOfRecord","richness","sppAbun","siteAbun","alphadiv","soilMoisture_date","soilMoisture_date_t1","soilMoisture_date_t2","temp_date","temp_date_t1","temp_date_t2","sampleType","testMethod","diagnosticLab","sampleRemarks","principalInvestigator","collectorList","expeditionCode","projectId"
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2013,12,19,2013-12-19,2013-11-19,2013-10-20,"15.13","Salamandra","salamandra","Salamandra salamandra",3,NA,"juvenile","not determined",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,34,34,3.52636052461616,6.05050611495972,6.90167808532715,6.33884954452515,-0.170935058593955,3.859460449219,8.10305175781201,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","LOCARNO",46.174407,8.741555,49,2015,5,9,2015-05-09,2015-04-09,2015-03-10,"1PSLV","Lissotriton","vulgaris","Lissotriton vulgaris",2,NA,"adult","male",1,"Bd","1","0",0.103670299,NA,"0",NA,"LivingSpecimen",1,20,20,2.99573227355399,5.5575475692749,5.34083700180054,5.59409379959106,13.774530029297,8.62282714843803,5.89351806640605,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","LOCARNO",46.174407,8.741555,49,2015,5,9,2015-05-09,2015-04-09,2015-03-10,"3PSLV","Lissotriton","vulgaris","Lissotriton vulgaris",2,NA,"adult","male",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,20,20,2.99573227355399,5.5575475692749,5.34083700180054,5.59409379959106,13.774530029297,8.62282714843803,5.89351806640605,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","LOCARNO",46.174407,8.741555,49,2015,5,9,2015-05-09,2015-04-09,2015-03-10,"4PSLV","Lissotriton","vulgaris","Lissotriton vulgaris",2,NA,"adult","male",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,20,20,2.99573227355399,5.5575475692749,5.34083700180054,5.59409379959106,13.774530029297,8.62282714843803,5.89351806640605,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","LOCARNO",46.174407,8.741555,49,2015,5,9,2015-05-09,2015-04-09,2015-03-10,"5PSLV","Lissotriton","vulgaris","Lissotriton vulgaris",2,NA,"adult","male",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,20,20,2.99573227355399,5.5575475692749,5.34083700180054,5.59409379959106,13.774530029297,8.62282714843803,5.89351806640605,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","LOCARNO",46.174407,8.741555,49,2015,5,9,2015-05-09,2015-04-09,2015-03-10,"6PSLV","Lissotriton","vulgaris","Lissotriton vulgaris",2,NA,"adult","female",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,20,20,2.99573227355399,5.5575475692749,5.34083700180054,5.59409379959106,13.774530029297,8.62282714843803,5.89351806640605,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","LOCARNO",46.174407,8.741555,49,2015,5,9,2015-05-09,2015-04-09,2015-03-10,"7PSLV","Lissotriton","vulgaris","Lissotriton vulgaris",2,NA,"adult","female",1,"Bd","1","0",0.261262715,NA,"0",NA,"LivingSpecimen",1,20,20,2.99573227355399,5.5575475692749,5.34083700180054,5.59409379959106,13.774530029297,8.62282714843803,5.89351806640605,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","LOCARNO",46.174407,8.741555,49,2015,5,9,2015-05-09,2015-04-09,2015-03-10,"2PSLV","Lissotriton","vulgaris","Lissotriton vulgaris",2,NA,"adult","male",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,20,20,2.99573227355399,5.5575475692749,5.34083700180054,5.59409379959106,13.774530029297,8.62282714843803,5.89351806640605,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","LOCARNO",46.174407,8.741555,49,2015,5,9,2015-05-09,2015-04-09,2015-03-10,"8PSLV","Lissotriton","vulgaris","Lissotriton vulgaris",2,NA,"adult","female",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,20,20,2.99573227355399,5.5575475692749,5.34083700180054,5.59409379959106,13.774530029297,8.62282714843803,5.89351806640605,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","LOCARNO",46.174407,8.741555,49,2015,5,9,2015-05-09,2015-04-09,2015-03-10,"9PSLV","Lissotriton","vulgaris","Lissotriton vulgaris",2,NA,"adult","female",1,"Bd","1","0",0.394985825,NA,"0",NA,"LivingSpecimen",1,20,20,2.99573227355399,5.5575475692749,5.34083700180054,5.59409379959106,13.774530029297,8.62282714843803,5.89351806640605,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","LOCARNO",46.174407,8.741555,49,2015,5,9,2015-05-09,2015-04-09,2015-03-10,"10PSLV","Lissotriton","vulgaris","Lissotriton vulgaris",2,NA,"adult","female",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,20,20,2.99573227355399,5.5575475692749,5.34083700180054,5.59409379959106,13.774530029297,8.62282714843803,5.89351806640605,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,1,2,2014-01-02,2013-12-03,2013-11-03,"83.13","Salamandra","salamandra","Salamandra salamandra",3,NA,"juvenile","not determined",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,14,14,2.63905732961526,6.76629734039307,6.37335824966431,7.06624269485474,-2.85092773437498,-0.560797119141,6.43160400390605,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,1,2,2014-01-02,2013-12-03,2013-11-03,"84.13","Salamandra","salamandra","Salamandra salamandra",3,NA,"juvenile","not determined",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,14,14,2.63905732961526,6.76629734039307,6.37335824966431,7.06624269485474,-2.85092773437498,-0.560797119141,6.43160400390605,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,1,2,2014-01-02,2013-12-03,2013-11-03,"82.13","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","male",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,14,14,2.63905732961526,6.76629734039307,6.37335824966431,7.06624269485474,-2.85092773437498,-0.560797119141,6.43160400390605,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,1,2,2014-01-02,2013-12-03,2013-11-03,"86.13","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","male",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,14,14,2.63905732961526,6.76629734039307,6.37335824966431,7.06624269485474,-2.85092773437498,-0.560797119141,6.43160400390605,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,1,2,2014-01-02,2013-12-03,2013-11-03,"85.13","Salamandra","salamandra","Salamandra salamandra",3,NA,"juvenile","not determined",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,14,14,2.63905732961526,6.76629734039307,6.37335824966431,7.06624269485474,-2.85092773437498,-0.560797119141,6.43160400390605,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,1,2,2014-01-02,2013-12-03,2013-11-03,"87.13","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","female",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,14,14,2.63905732961526,6.76629734039307,6.37335824966431,7.06624269485474,-2.85092773437498,-0.560797119141,6.43160400390605,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,1,2,2014-01-02,2013-12-03,2013-11-03,"88.13","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","male",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,14,14,2.63905732961526,6.76629734039307,6.37335824966431,7.06624269485474,-2.85092773437498,-0.560797119141,6.43160400390605,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1520.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","female",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1530.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","male",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1529.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","male",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1528.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","male",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1527.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","female",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1526.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"juvenile","not determined",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1525.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","female",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1524.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","female",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1523.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"juvenile","not determined",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1536.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"juvenile","not determined",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1522.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","male",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1521.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","female",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1519.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","male",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1518.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","male",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1542.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","female",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1543.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","female",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1544.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"juvenile","not determined",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1545.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","female",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1546.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","male",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"CH1513.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"juvenile","not determined",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1517.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"juvenile","not determined",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1516.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"juvenile","not determined",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1515.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"juvenile","not determined",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1514.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","male",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1532.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","male",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1533.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"juvenile","not determined",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1534.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","male",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1535.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","female",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1537.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","male",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1538.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","female",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1539.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","male",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1540.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","male",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1541.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","male",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2014,12,14,2014-12-14,2014-11-14,2014-10-15,"1531.14","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","female",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,68,68,4.21950770517611,6.67425441741943,7.50376749038696,6.80386590957642,2.53301391601605,6.41369018554701,10.365991210938,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2013,12,28,2013-12-28,2013-11-28,2013-10-29,"70.13","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","female",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,30,30,3.40119738166216,7.02712535858154,6.50319290161133,7.18671798706055,-0.635290527343955,-3.91867675781197,9.154534912109,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2013,12,28,2013-12-28,2013-11-28,2013-10-29,"67.13","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","female",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,30,30,3.40119738166216,7.02712535858154,6.50319290161133,7.18671798706055,-0.635290527343955,-3.91867675781197,9.154534912109,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2013,12,28,2013-12-28,2013-11-28,2013-10-29,"79.13","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","female",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,30,30,3.40119738166216,7.02712535858154,6.50319290161133,7.18671798706055,-0.635290527343955,-3.91867675781197,9.154534912109,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2013,12,28,2013-12-28,2013-11-28,2013-10-29,"78.13","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","male",1,"Bd","0","0",0,NA,"0",NA,"LivingSpecimen",1,30,30,3.40119738166216,7.02712535858154,6.50319290161133,7.18671798706055,-0.635290527343955,-3.91867675781197,9.154534912109,"swabbing",NA,"Catenazzi Lab",NA,"Alessandro Catenazzi",NA,NA,NA
