materialSampleID,country,ADM0,ADM1,ADM2,ADM3,ADM4,Locality,N,E,date,year,month,day,genus,species,scientific,nativeStatus,susceptibility,basisOfRecord,sampleType,sampleRemarks,diseaseTested,testMethod,BdDetected,BsalDetected,BdLoad,BsalLoad,fatal,diagnosticLab,individualCount,specimenDisposition,lifeStage,sex,soilMoisture,tmin,tmax,prec,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,collectorList,Sample_bcid,expeditionCode,projectId,comments
Yuan1865,China,CHN,Guizhou,Bijie,Gonglongping,,"Guizhou, Bijie, gonglongping",27.14029,104.590781,4/5/2017,2017,4,5,Tylototriton,kweichowensis,Tylototriton kweichowensis,,,,swab,pool,Bsal,qPCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dates and number of individuals on 'Table1 (Sheet 1)' don't match 'Table1 (Sheet 2)'
Yuan1868,China,CHN,Guizhou,Bijie,Gonglongping,,"Guizhou, Bijie, gonglongping",27.14029,104.590781,4/5/2017,2017,4,5,Tylototriton,kweichowensis,Tylototriton kweichowensis,,,,swab,pool,Bsal,qPCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dates and number of individuals on 'Table1 (Sheet 1)' don't match 'Table1 (Sheet 2)'
Yuan1871,China,CHN,Guizhou,Bijie,Gonglongping,,"Guizhou, Bijie, gonglongping",27.14029,104.590781,4/5/2017,2017,4,5,Tylototriton,kweichowensis,Tylototriton kweichowensis,,,,swab,pool,Bsal,qPCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dates and number of individuals on 'Table1 (Sheet 1)' don't match 'Table1 (Sheet 2)'
Yuan1874,China,CHN,Guizhou,Bijie,Gonglongping,,"Guizhou, Bijie, gonglongping",27.14029,104.590781,4/5/2017,2017,4,5,Tylototriton,kweichowensis,Tylototriton kweichowensis,,,,swab,pool,Bsal,qPCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dates and number of individuals on 'Table1 (Sheet 1)' don't match 'Table1 (Sheet 2)'
Yuan1877,China,CHN,Guizhou,Bijie,Gonglongping,,"Guizhou, Bijie, gonglongping",27.14029,104.590781,4/5/2017,2017,4,5,Tylototriton,kweichowensis,Tylototriton kweichowensis,,,,swab,pool,Bsal,qPCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dates and number of individuals on 'Table1 (Sheet 1)' don't match 'Table1 (Sheet 2)'
Yuan1880,China,CHN,Guizhou,Bijie,Gonglongping,,"Guizhou, Bijie, gonglongping",27.14029,104.590781,4/5/2017,2017,4,5,Tylototriton,kweichowensis,Tylototriton kweichowensis,,,,swab,pool,Bsal,qPCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dates and number of individuals on 'Table1 (Sheet 1)' don't match 'Table1 (Sheet 2)'
Yuan1883,China,CHN,Guizhou,Bijie,Gonglongping,,"Guizhou, Bijie, gonglongping",27.14029,104.590781,4/5/2017,2017,4,5,Tylototriton,kweichowensis,Tylototriton kweichowensis,,,,swab,pool,Bsal,qPCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dates and number of individuals on 'Table1 (Sheet 1)' don't match 'Table1 (Sheet 2)'
Yuan1886,China,CHN,Guizhou,Bijie,Gonglongping,,"Guizhou, Bijie, gonglongping",27.14029,104.590781,4/5/2017,2017,4,5,Tylototriton,kweichowensis,Tylototriton kweichowensis,,,,swab,pool,Bsal,qPCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dates and number of individuals on 'Table1 (Sheet 1)' don't match 'Table1 (Sheet 2)'
Yuan1889,China,CHN,Guizhou,Bijie,Gonglongping,,"Guizhou, Bijie, gonglongping",27.14029,104.590781,4/5/2017,2017,4,5,Tylototriton,kweichowensis,Tylototriton kweichowensis,,,,swab,pool,Bsal,qPCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dates and number of individuals on 'Table1 (Sheet 1)' don't match 'Table1 (Sheet 2)'
Yuan1892,China,CHN,Guizhou,Bijie,Gonglongping,,"Guizhou, Bijie, gonglongping",27.14029,104.590781,4/5/2017,2017,4,5,Tylototriton,kweichowensis,Tylototriton kweichowensis,,,,swab,pool,Bsal,qPCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dates and number of individuals on 'Table1 (Sheet 1)' don't match 'Table1 (Sheet 2)'
Yuan1895,China,CHN,Guizhou,Bijie,Gonglongping,,"Guizhou, Bijie, gonglongping",27.14029,104.590781,4/5/2017,2017,4,5,Tylototriton,kweichowensis,Tylototriton kweichowensis,,,,swab,pool,Bsal,qPCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dates and number of individuals on 'Table1 (Sheet 1)' don't match 'Table1 (Sheet 2)'
Yuan1898,China,CHN,Guizhou,Bijie,Gonglongping,,"Guizhou, Bijie, gonglongping",27.14029,104.590781,4/5/2017,2017,4,5,Tylototriton,kweichowensis,Tylototriton kweichowensis,,,,swab,pool,Bsal,qPCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dates and number of individuals on 'Table1 (Sheet 1)' don't match 'Table1 (Sheet 2)'
Yuan1901,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",27.14029,104.590781,4/5/2017,2017,4,5,Tylototriton,kweichowensis,Tylototriton kweichowensis,,,,swab,pool,Bsal,qPCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dates, number of individuals, and locality on 'Table1 (Sheet 1)' for this row don't match the data on 'Table1 (Sheet 2)'"
Yuan1904,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Yuan1907,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1910,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1913,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1916,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1919,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1922,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1925,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1928,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1931,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1934,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1937,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1940,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1943,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1946,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1949,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1952,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1955,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1958,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1961,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1964,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1967,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1970,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1973,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1976,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1979,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1982,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1985,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1988,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1991,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1994,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1997,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2000,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2003,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2006,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2008,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2010,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,4/5/2017,2017,4,5,Paramesotriton,caudopunctatus,Paramesotriton caudopunctatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2012,China,CHN,Guizhou,Bijie,Tianqingqiao,,"Guizhou, Bijie, tianqingqiao",27.22049,105.191802,5/14/2017,2017,5,14,Paramesotriton,zhijinensis,Paramesotriton zhijinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2015,China,CHN,Guizhou,Bijie,Tianqingqiao,,"Guizhou, Bijie, tianqingqiao",27.22049,105.191802,5/14/2017,2017,5,14,Paramesotriton,zhijinensis,Paramesotriton zhijinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2018,China,CHN,Guizhou,Bijie,Tianqingqiao,,"Guizhou, Bijie, tianqingqiao",27.22049,105.191802,5/14/2017,2017,5,14,Paramesotriton,zhijinensis,Paramesotriton zhijinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2021,China,CHN,Guizhou,Bijie,Tianqingqiao,,"Guizhou, Bijie, tianqingqiao",27.22049,105.191802,5/14/2017,2017,5,14,Paramesotriton,zhijinensis,Paramesotriton zhijinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2023,China,CHN,Guizhou,Bijie,Tianqingqiao,,"Guizhou, Bijie, tianqingqiao",27.22049,105.191802,5/14/2017,2017,5,14,Paramesotriton,zhijinensis,Paramesotriton zhijinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2025,China,CHN,Guizhou,Bijie,Tianqingqiao,,"Guizhou, Bijie, tianqingqiao",27.22049,105.191802,5/14/2017,2017,5,14,Paramesotriton,zhijinensis,Paramesotriton zhijinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2027,China,CHN,Guizhou,Bijie,Tianqingqiao,,"Guizhou, Bijie, tianqingqiao",27.22049,105.191802,5/14/2017,2017,5,14,Paramesotriton,zhijinensis,Paramesotriton zhijinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2029,China,CHN,Guizhou,Bijie,Tianqingqiao,,"Guizhou, Bijie, tianqingqiao",27.22049,105.191802,5/14/2017,2017,5,14,Paramesotriton,zhijinensis,Paramesotriton zhijinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2031,China,CHN,Guizhou,Bijie,Tianqingqiao,,"Guizhou, Bijie, tianqingqiao",27.22049,105.191802,5/14/2017,2017,5,14,Paramesotriton,zhijinensis,Paramesotriton zhijinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2033,China,CHN,Guizhou,Bijie,Tianqingqiao,,"Guizhou, Bijie, tianqingqiao",27.22049,105.191802,5/14/2017,2017,5,14,Paramesotriton,zhijinensis,Paramesotriton zhijinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2035,China,CHN,Guizhou,Bijie,Tianqingqiao,,"Guizhou, Bijie, tianqingqiao",27.22049,105.191802,5/14/2017,2017,5,14,Paramesotriton,zhijinensis,Paramesotriton zhijinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2037,China,CHN,Guizhou,Bijie,Tianqingqiao,,"Guizhou, Bijie, tianqingqiao",27.22049,105.191802,5/14/2017,2017,5,14,Paramesotriton,zhijinensis,Paramesotriton zhijinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2039,China,CHN,Guizhou,Bijie,Tianqingqiao,,"Guizhou, Bijie, tianqingqiao",27.22049,105.191802,5/14/2017,2017,5,14,Paramesotriton,zhijinensis,Paramesotriton zhijinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2041,China,CHN,Guizhou,Bijie,Tianqingqiao,,"Guizhou, Bijie, tianqingqiao",27.22049,105.191802,5/14/2017,2017,5,14,Paramesotriton,zhijinensis,Paramesotriton zhijinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2043,China,CHN,Guizhou,Bijie,Tianqingqiao,,"Guizhou, Bijie, tianqingqiao",27.22049,105.191802,5/14/2017,2017,5,14,Paramesotriton,zhijinensis,Paramesotriton zhijinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2045,China,CHN,Guizhou,Bijie,Tianqingqiao,,"Guizhou, Bijie, tianqingqiao",27.22049,105.191802,5/14/2017,2017,5,14,Paramesotriton,zhijinensis,Paramesotriton zhijinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2047,China,CHN,Guizhou,Bijie,Tianqingqiao,,"Guizhou, Bijie, tianqingqiao",27.22049,105.191802,5/14/2017,2017,5,14,Paramesotriton,zhijinensis,Paramesotriton zhijinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2049,China,CHN,Guizhou,Bijie,Tianqingqiao,,"Guizhou, Bijie, tianqingqiao",27.22049,105.191802,5/14/2017,2017,5,14,Paramesotriton,zhijinensis,Paramesotriton zhijinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2051,China,CHN,Guizhou,Bijie,Tianqingqiao,,"Guizhou, Bijie, tianqingqiao",27.22049,105.191802,5/14/2017,2017,5,14,Paramesotriton,zhijinensis,Paramesotriton zhijinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2053,China,CHN,Guizhou,Bijie,Tianqingqiao,,"Guizhou, Bijie, tianqingqiao",27.22049,105.191802,5/14/2017,2017,5,14,Paramesotriton,zhijinensis,Paramesotriton zhijinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2055,China,CHN,Guizhou,Bijie,Tianqingqiao,,"Guizhou, Bijie, tianqingqiao",27.22049,105.191802,5/14/2017,2017,5,14,Paramesotriton,zhijinensis,Paramesotriton zhijinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2057,China,CHN,Guizhou,Bijie,Tianqingqiao,,"Guizhou, Bijie, tianqingqiao",27.22049,105.191802,5/14/2017,2017,5,14,Paramesotriton,zhijinensis,Paramesotriton zhijinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2059,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,5/16/2017,2017,5,16,Pachytriton,inexpectatus,Pachytriton inexpectatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan2061,China,CHN,Guizhou,Qiandongnan Miao and Dong Autonomous Prefecture,Leishan,Leigongshan,"Guizhou, Leishan, leigongshan",26.366522,108.159327,5/16/2017,2017,5,16,Pachytriton,inexpectatus,Pachytriton inexpectatus,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
