"country","ADM0","ADM1","ADM2","decimalLatitude","decimalLongitude","locationRemarks","coordinateUncertaintyInMeters","Elevation","soilMoisture","materialSampleID","yearCollected","monthCollected","dayCollected","genus","species","scientific","susceptibility","nativeStatus","lifeStage","sex","occurrenceRemarks","individualCount","specimenDisposition","diagnosticLab","sampleType","testMethod","diseaseTested","BdDetected","BsalDetected","BdLoad","BsalLoad","fatal","basisOfRecord","eventRemarks","tmin","tmax","prec","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","collectorList","principalInvestigator","Sample_bcid","expeditionCode","projectId"
"Switzerland",NA,NA,NA,46.174407,8.741555,NA,30,290,NA,"2TC",2015,5,12,"Triturus","carnifex","Triturus carnifex",NA,NA,"adult","female",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Patrick Scimè","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv22TC","bsal-tri",243
"Peru",NA,NA,NA,-12.98468,-71.41443,NA,30,550,NA,"V158.13",2013,7,7,"Bolitoglossa","caldwellae","Bolitoglossa caldwellae",NA,NA,"adult","not determined",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethan Baruch & Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2V158.13","bsal-tri",243
"Peru",NA,NA,NA,-13.02561,-71.48164,NA,30,940,NA,"959.14",2014,7,3,"Bolitoglossa","caldwellae","Bolitoglossa caldwellae",NA,NA,"adult","male",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2959.14","bsal-tri",243
"Peru",NA,NA,NA,-13.02553,-71.48196,NA,30,928,NA,"306.15",2015,1,20,"Bolitoglossa","caldwellae","Bolitoglossa caldwellae",NA,NA,"adult","male",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2306.15","bsal-tri",243
"Peru",NA,NA,NA,-13.02553,-71.48196,NA,30,928,NA,"308.15",2015,1,20,"Bolitoglossa","caldwellae","Bolitoglossa caldwellae",NA,NA,"adult","female",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2308.15","bsal-tri",243
"Peru",NA,NA,NA,-12.88955,-71.4102,NA,30,550,NA,"V83.13",2013,6,24,"Bolitoglossa","caldwellae","Bolitoglossa caldwellae",NA,NA,"adult","not determined",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethan Baruch & Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2V83.13","bsal-tri",243
"Peru",NA,NA,NA,-12.89402,-71.40919,NA,30,540,NA,"V97.13",2013,6,25,"Bolitoglossa","caldwellae","Bolitoglossa caldwellae",NA,NA,"adult","not determined",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethan Baruch & Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2V97.13","bsal-tri",243
"Peru",NA,NA,NA,-12.8922,-71.40849,NA,30,540,NA,"V93.13",2013,6,25,"Bolitoglossa","caldwellae","Bolitoglossa caldwellae",NA,NA,"adult","not determined",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethan Baruch & Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2V93.13","bsal-tri",243
"Peru",NA,NA,NA,-12.8922,-71.40849,NA,30,540,NA,"V92.13",2013,6,25,"Bolitoglossa","caldwellae","Bolitoglossa caldwellae",NA,NA,"adult","not determined",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethan Baruch & Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2V92.13","bsal-tri",243
"Peru",NA,NA,NA,-13.02563,-71.48148,NA,30,915,NA,"305.15",2015,1,20,"Bolitoglossa","caldwellae","Bolitoglossa caldwellae",NA,NA,"adult","female",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2305.15","bsal-tri",243
"Peru",NA,NA,NA,-13.02579,-71.48076,NA,30,930,NA,"307.15",2015,1,20,"Bolitoglossa","caldwellae","Bolitoglossa caldwellae",NA,NA,"adult","male",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2307.15","bsal-tri",243
"Peru",NA,NA,NA,-13.02504,-71.48222,NA,30,960,NA,"957.14",2014,7,3,"Bolitoglossa","caldwellae","Bolitoglossa caldwellae",NA,NA,"adult","male",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2957.14","bsal-tri",243
"Peru",NA,NA,NA,-12.88898,-71.41,NA,30,550,NA,"V86.13",2013,6,24,"Bolitoglossa","caldwellae","Bolitoglossa caldwellae",NA,NA,"adult","not determined",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethan Baruch & Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2V86.13","bsal-tri",243
"Peru",NA,NA,NA,-13.02552,-71.48092,NA,30,918,NA,"281.14",2014,6,3,"Bolitoglossa","caldwellae","Bolitoglossa caldwellae",NA,NA,"adult","female",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2281.14","bsal-tri",243
"Peru",NA,NA,NA,-12.88791,-71.4021,NA,30,540,NA,"V107.13",2013,6,27,"Bolitoglossa","caldwellae","Bolitoglossa caldwellae",NA,NA,"adult","not determined",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethan Baruch & Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2V107.13","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"238.14",2014,3,11,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","not determined",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2238.14","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"233.14",2014,3,11,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","not determined",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2233.14","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"234.14",2014,3,11,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","not determined",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2234.14","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"235.14",2014,3,11,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","not determined",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2235.14","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"236.14",2014,3,11,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","not determined",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2236.14","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"237.14",2014,3,11,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","not determined",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2237.14","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"239.14",2014,3,11,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","not determined",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2239.14","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"228.14",2014,3,11,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","not determined",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2228.14","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"229.14",2014,3,11,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","not determined",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2229.14","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"230.14",2014,3,11,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","not determined",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2230.14","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"231.14",2014,3,11,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","not determined",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2231.14","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"232.14",2014,3,11,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","not determined",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2232.14","bsal-tri",243
"Peru",NA,NA,NA,-13.02604,-71.48184,NA,30,940,NA,"950.14",2014,7,3,"Bolitoglossa","caldwellae","Bolitoglossa caldwellae",NA,NA,"adult","male",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2950.14","bsal-tri",243
"Peru",NA,NA,NA,-13.02536,-71.48192,NA,30,930,NA,"356.15",2015,5,25,"Bolitoglossa","caldwellae","Bolitoglossa caldwellae",NA,NA,"adult","male",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv2356.15","bsal-tri",243
"Peru",NA,NA,NA,-12.8883,-71.40728,NA,30,533,NA,"86.14",2014,1,23,"Bolitoglossa","caldwellae","Bolitoglossa caldwellae",NA,NA,"adult","male",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv286.14","bsal-tri",243
"Peru",NA,NA,NA,-12.90034,-71.40624,NA,30,560,NA,"34.14",2014,1,21,"Bolitoglossa","caldwellae","Bolitoglossa caldwellae",NA,NA,"adult","not determined",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv234.14","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"40.13",2013,12,23,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","female",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv240.13","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"42.13",2013,12,23,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","male",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv242.13","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"43.13",2013,12,23,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","female",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv243.13","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"44.13",2013,12,23,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","male",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv244.13","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"45.13",2013,12,23,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","male",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv245.13","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"46.13",2013,12,23,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","female",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv246.13","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"47.13",2013,12,23,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","female",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv247.13","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"48.13",2013,12,23,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","male",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv248.13","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"49.13",2013,12,23,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","male",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv249.13","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"50.13",2013,12,23,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"juvenile","not determined",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv250.13","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"51.13",2013,12,23,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","male",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv251.13","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"52.13",2013,12,23,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","male",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv252.13","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"53.13",2013,12,23,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","male",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv253.13","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"54.13",2013,12,23,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"juvenile","not determined",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv254.13","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"55.13",2013,12,23,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"juvenile","not determined",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv255.13","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"56.13",2013,12,23,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","female",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv256.13","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"57.13",2013,12,23,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","female",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv257.13","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"58.13",2013,12,23,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","female",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv258.13","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"59.13",2013,12,23,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","male",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv259.13","bsal-tri",243
"Switzerland",NA,NA,NA,46.159648,9.002659,NA,30,290,NA,"25.13",2013,12,23,"Salamandra","salamandra","Salamandra salamandra",NA,NA,"adult","female",NA,1,"released","","swabbing",NA,"Bsal",NA,FALSE,NA,0,FALSE,"LivingSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","https://n2t.net/ark:/21547/DSv225.13","bsal-tri",243
