principalInvestigator,country,locality,yearCollected,decimalLatitude,decimalLongitude,materialSampleID,basisOfRecord,genus,specificEpithet,sampleType,testMethod,diseaseTested,BdDetected,BsalDetected,BdLoad,BsalLoad,fatal,monthCollected,dayCollected,quantityDetected,dilutionFactor,cycleTimeFirstDetection,diagnosticLab,continentOcean,stateProvince,municipality,county,locationRemarks,verbatimEventDate,horizontalDatum,coordinateUncertaintyInMeters,georeferenceProtocol,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,locationID,habitat,eventRemarks,collectorList,occurrenceID,institutionCode,collectionCode,catalogNumber,otherCatalogNumbers,fieldNumber,infraspecificEpithet,taxonRemarks,lifeStage,establishmentMeans,sex,associatedReferences,occurrenceRemarks,individualCount,weightUnits,weight,lengthUnits,length,organismRemarks,diseaseLineage,geFALSEtypeMethod,diseaseTestedPositiveCount,specimenDisposition,zeScore,measurementRemarks,tissueID,tissueType,tissuePlate,tissueWell,tissueCatalogNumber,tissueBarcode,tissueInstitution,tissueOtherCatalogNumbers,tissueSamplingYear,tissueSamplingMonth,tissueSamplingDay,tissueRecordedBy,tissueContainer,tissuePreservative,associatedSequences,tissueRemarks,fromTissue,tissueBlocked,biosampleAccession,DiagFALSEstics_bcid,Sample_bcid,expeditionCode,projectId
Bsal Consortium Germany,Germany,Effelder Wald,2017,51.141144,6.150484,BsalGer3606_EW_28,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,12,5,,,,Universities Trier and Braunschweig,,,,,,12/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2825e8e636c34dc3d37ee4e72403e3780,https://n2t.net/ark:/21547/Dgt2BsalGer3606_EW_28,2014-2020,354
Bsal Consortium Germany,Germany,Effelder Wald,2017,51.141144,6.150484,BsalGer3579_EW_01,LivingSpecimen,Lissotriton,vulgaris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,12,5,,,,Universities Trier and Braunschweig,,,,,,12/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu253c37172c75aba0fd1fb2a1ef05d82a8,https://n2t.net/ark:/21547/Dgt2BsalGer3579_EW_01,2014-2020,354
Bsal Consortium Germany,Germany,Effelder Wald,2017,51.141144,6.150484,BsalGer3580_EW_02,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,12,5,,,,Universities Trier and Braunschweig,,,,,,12/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu268007d4d664173b3ef984ac8da443667,https://n2t.net/ark:/21547/Dgt2BsalGer3580_EW_02,2014-2020,354
Bsal Consortium Germany,Germany,Effelder Wald,2017,51.141144,6.150484,BsalGer3607_EW_29,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,12,5,,,,Universities Trier and Braunschweig,,,,,,12/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2062bb29e4f5b36c3326b94715483c063,https://n2t.net/ark:/21547/Dgt2BsalGer3607_EW_29,2014-2020,354
Bsal Consortium Germany,Germany,Effelder Wald,2017,51.141144,6.150484,BsalGer3581_EW_03,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,12,5,,,,Universities Trier and Braunschweig,,,,,,12/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2d7e70b8d16bbf988918ef49835084bdf,https://n2t.net/ark:/21547/Dgt2BsalGer3581_EW_03,2014-2020,354
Bsal Consortium Germany,Germany,Effelder Wald,2017,51.141144,6.150484,BsalGer3590_EW_12,LivingSpecimen,Lissotriton,vulgaris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,12,5,,,,Universities Trier and Braunschweig,,,,,,12/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu24d6be46c7fb97871c79a364703ac152e,https://n2t.net/ark:/21547/Dgt2BsalGer3590_EW_12,2014-2020,354
Bsal Consortium Germany,Germany,Effelder Wald,2017,51.141144,6.150484,BsalGer3591_EW_13,LivingSpecimen,Lissotriton,vulgaris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,12,5,,,,Universities Trier and Braunschweig,,,,,,12/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu260137d964bca0e6979e3e6a0c60f012c,https://n2t.net/ark:/21547/Dgt2BsalGer3591_EW_13,2014-2020,354
Bsal Consortium Germany,Germany,Effelder Wald,2017,51.141144,6.150484,BsalGer3592_EW_14,LivingSpecimen,Lissotriton,vulgaris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,12,5,,,,Universities Trier and Braunschweig,,,,,,12/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu281452e12769517ed9c4555c09dd8637c,https://n2t.net/ark:/21547/Dgt2BsalGer3592_EW_14,2014-2020,354
Bsal Consortium Germany,Germany,Effelder Wald,2017,51.141144,6.150484,BsalGer3593_EW_15,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,12,5,,,,Universities Trier and Braunschweig,,,,,,12/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2eeb84951ed27b28ccb0704de8899ba44,https://n2t.net/ark:/21547/Dgt2BsalGer3593_EW_15,2014-2020,354
Bsal Consortium Germany,Germany,Effelder Wald,2017,51.141144,6.150484,BsalGer3594_EW_16,LivingSpecimen,Lissotriton,vulgaris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,12,5,,,,Universities Trier and Braunschweig,,,,,,12/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2d92d889adca0bf2eaa42531628f5ad05,https://n2t.net/ark:/21547/Dgt2BsalGer3594_EW_16,2014-2020,354
Bsal Consortium Germany,Germany,Effelder Wald,2017,51.141144,6.150484,BsalGer3595_EW_17,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,12,5,,,,Universities Trier and Braunschweig,,,,,,12/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2de8db55c423b8dbbc06d65e4b7737ec4,https://n2t.net/ark:/21547/Dgt2BsalGer3595_EW_17,2014-2020,354
Bsal Consortium Germany,Germany,Effelder Wald,2017,51.141144,6.150484,BsalGer3596_EW_18,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,12,5,,,,Universities Trier and Braunschweig,,,,,,12/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2f8681b964e4d8b30ef4f2156a18d3a2c,https://n2t.net/ark:/21547/Dgt2BsalGer3596_EW_18,2014-2020,354
Bsal Consortium Germany,Germany,Effelder Wald,2017,51.141144,6.150484,BsalGer3608_EW_30,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,12,5,,,,Universities Trier and Braunschweig,,,,,,12/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu20a798b9c1658f4b36653267d4d2acbce,https://n2t.net/ark:/21547/Dgt2BsalGer3608_EW_30,2014-2020,354
Bsal Consortium Germany,Germany,Effelder Wald,2017,51.141144,6.150484,BsalGer3597_EW_19,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,12,5,,,,Universities Trier and Braunschweig,,,,,,12/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2650562a3eb1b9055ef0bb325f140c752,https://n2t.net/ark:/21547/Dgt2BsalGer3597_EW_19,2014-2020,354
Bsal Consortium Germany,Germany,Effelder Wald,2017,51.141144,6.150484,BsalGer3598_EW_20,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,12,5,,,,Universities Trier and Braunschweig,,,,,,12/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2728de9311d1a795882219e87bf0761fb,https://n2t.net/ark:/21547/Dgt2BsalGer3598_EW_20,2014-2020,354
Bsal Consortium Germany,Germany,Effelder Wald,2017,51.141144,6.150484,BsalGer3599_EW_21,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,12,5,,,,Universities Trier and Braunschweig,,,,,,12/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu228852b56ba98f12608f88e4ba38be5bd,https://n2t.net/ark:/21547/Dgt2BsalGer3599_EW_21,2014-2020,354
Bsal Consortium Germany,Germany,Effelder Wald,2017,51.141144,6.150484,BsalGer3600_EW_22,LivingSpecimen,Lissotriton,vulgaris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,12,5,,,,Universities Trier and Braunschweig,,,,,,12/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu23c8df807c99782d75cb3f0919a44b20c,https://n2t.net/ark:/21547/Dgt2BsalGer3600_EW_22,2014-2020,354
Bsal Consortium Germany,Germany,Effelder Wald,2017,51.141144,6.150484,BsalGer3601_EW_23,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,12,5,,,,Universities Trier and Braunschweig,,,,,,12/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2f62276bf1b57a22b76f6034b9bab9242,https://n2t.net/ark:/21547/Dgt2BsalGer3601_EW_23,2014-2020,354
Bsal Consortium Germany,Germany,Effelder Wald,2017,51.141144,6.150484,BsalGer3602_EW_24,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,12,5,,,,Universities Trier and Braunschweig,,,,,,12/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu22c142523123ffae03d12838c9fd1aad1,https://n2t.net/ark:/21547/Dgt2BsalGer3602_EW_24,2014-2020,354
Bsal Consortium Germany,Germany,Geddautal,2019,50.764826,6.210666,BsalGer5451_GEDT_2019_BM_001,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,29,,,,Universities Trier and Braunschweig,,,,,,4/29/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2b0c5568daeba8d9f29685335189f31a9,https://n2t.net/ark:/21547/Dgt2BsalGer5451_GEDT_2019_BM_001,2014-2020,354
Bsal Consortium Germany,Germany,Solchbachtal,2015,50.70178,6.270098,BsalGer2206_SO_3,LivingSpecimen,Salamandra,salamandra,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,,4/25/2015,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu295d7b8d4d2ba52189019bd7eda53d673,https://n2t.net/ark:/21547/Dgt2BsalGer2206_SO_3,2014-2020,354
Bsal Consortium Germany,Germany,Solchbachtal,2015,50.70178,6.270098,BsalGer2213_SO_10,LivingSpecimen,Salamandra,salamandra,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,,4/25/2015,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2b85fd3428c8255abc0cef378dd4ffe78,https://n2t.net/ark:/21547/Dgt2BsalGer2213_SO_10,2014-2020,354
Bsal Consortium Germany,Germany,Solchbachtal,2015,50.70178,6.270098,BsalGer2212_SO_9,LivingSpecimen,Salamandra,salamandra,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,,4/25/2015,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu23b70927cc374249bc98aaa1adee6a10c,https://n2t.net/ark:/21547/Dgt2BsalGer2212_SO_9,2014-2020,354
Bsal Consortium Germany,Germany,Solchbachtal,2015,50.70178,6.270098,BsalGer2211_SO_8,LivingSpecimen,Salamandra,salamandra,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,,4/25/2015,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2fadc04e563581cc304331237a789f7e2,https://n2t.net/ark:/21547/Dgt2BsalGer2211_SO_8,2014-2020,354
Bsal Consortium Germany,Germany,Solchbachtal,2015,50.70178,6.270098,BsalGer2210_SO_7,LivingSpecimen,Salamandra,salamandra,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,,4/25/2015,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu289f8a5b3b4bdbd229efd55a4bb380041,https://n2t.net/ark:/21547/Dgt2BsalGer2210_SO_7,2014-2020,354
Bsal Consortium Germany,Germany,Solchbachtal,2015,50.70178,6.270098,BsalGer2209_SO_6,LivingSpecimen,Salamandra,salamandra,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,,4/25/2015,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2d754453af9487fc9cfa4ea7f2bfe4adb,https://n2t.net/ark:/21547/Dgt2BsalGer2209_SO_6,2014-2020,354
Bsal Consortium Germany,Germany,Solchbachtal,2015,50.70178,6.270098,BsalGer2208_SO_5,LivingSpecimen,Salamandra,salamandra,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,,4/25/2015,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2ecb087489956edfd3b14b2205a4832b2,https://n2t.net/ark:/21547/Dgt2BsalGer2208_SO_5,2014-2020,354
Bsal Consortium Germany,Germany,Solchbachtal,2015,50.70178,6.270098,BsalGer2207_SO_4,LivingSpecimen,Salamandra,salamandra,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,,4/25/2015,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2668a010651e0e07a6c5df8b61d69e987,https://n2t.net/ark:/21547/Dgt2BsalGer2207_SO_4,2014-2020,354
Bsal Consortium Germany,Germany,Solchbachtal,2015,50.70178,6.270098,BsalGer2205_SO_2,LivingSpecimen,Salamandra,salamandra,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,,4/25/2015,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu293991f0dfcbd2c3e75717a5408e52e1f,https://n2t.net/ark:/21547/Dgt2BsalGer2205_SO_2,2014-2020,354
Bsal Consortium Germany,Germany,Solchbachtal,2015,50.70178,6.270098,BsalGer2204_SO_1,LivingSpecimen,Salamandra,salamandra,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,,4/25/2015,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2bef362ed34f7d93a6d82c55ad835bc48,https://n2t.net/ark:/21547/Dgt2BsalGer2204_SO_1,2014-2020,354
Bsal Consortium Germany,Germany,Hösel,2018,51.32174,6.858843,BsalGer4795_107,LivingSpecimen,Salamandra,salamandra,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,8,13,,,,Universities Trier and Braunschweig,,,,,,8/13/2018,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,male,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu28d7157d6489d6de9fcb832fc42a3de8f,https://n2t.net/ark:/21547/Dgt2BsalGer4795_107,2014-2020,354
Bsal Consortium Germany,Germany,Hösel,2018,51.32174,6.858843,BsalGer4794_106,LivingSpecimen,Salamandra,salamandra,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,8,13,,,,Universities Trier and Braunschweig,,,,,,8/13/2018,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,female,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu20f32258d5ea39745e235fb12143024a0,https://n2t.net/ark:/21547/Dgt2BsalGer4794_106,2014-2020,354
Bsal Consortium Germany,Germany,Lensbach,2019,50.672648,6.230209,BsalGer5784_LE_2019_004,LivingSpecimen,Rana,temporaria,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,3,6,,,,Universities Trier and Braunschweig,,,,,,3/6/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu20d48adc308af016b69e0fd315b6752a4,https://n2t.net/ark:/21547/Dgt2BsalGer5784_LE_2019_004,2014-2020,354
Bsal Consortium Germany,Germany,Lensbach,2019,50.672648,6.230209,BsalGer5783_LE_2019_003,LivingSpecimen,Salamandra,salamandra,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,3,6,,,,Universities Trier and Braunschweig,,,,,,3/6/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2984e845e7614577709597a9fffee6406,https://n2t.net/ark:/21547/Dgt2BsalGer5783_LE_2019_003,2014-2020,354
Bsal Consortium Germany,Germany,Lensbach,2019,50.672648,6.230209,BsalGer5782_LE_2019_002,LivingSpecimen,Salamandra,salamandra,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,3,6,,,,Universities Trier and Braunschweig,,,,,,3/6/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2fd7338644a79ffd35407916df4435d09,https://n2t.net/ark:/21547/Dgt2BsalGer5782_LE_2019_002,2014-2020,354
Bsal Consortium Germany,Germany,Lensbach,2019,50.672648,6.230209,BsalGer5785_LE_2019_005,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,3,6,,,,Universities Trier and Braunschweig,,,,,,3/6/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu29da8b90e941c6a0970d5a3ef2f3f3094,https://n2t.net/ark:/21547/Dgt2BsalGer5785_LE_2019_005,2014-2020,354
Bsal Consortium Germany,Germany,Lensbach,2019,50.672648,6.230209,BsalGer5781_LE_2019_001,LivingSpecimen,Salamandra,salamandra,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,3,6,,,,Universities Trier and Braunschweig,,,,,,3/6/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu26d0ff786e5cf438f0ce7dd6c6a2ae24f,https://n2t.net/ark:/21547/Dgt2BsalGer5781_LE_2019_001,2014-2020,354
Bsal Consortium Germany,Germany,Schnee-Eifel (Schwarzer Mann),2019,50.266302,6.359258,BsalGer6109_SCHNEE_2019_20,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,5,16,,,,Universities Trier and Braunschweig,,,,,,5/16/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2ff12800695cc896dc5e2149b8f1e73ba,https://n2t.net/ark:/21547/Dgt2BsalGer6109_SCHNEE_2019_20,2014-2020,354
Bsal Consortium Germany,Germany,Fischbach,2018,50.735368,6.294149,BsalGer0448_6131_6132,LivingSpecimen,Salamandra,salamandra,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,10,23,,,,Universities Trier and Braunschweig,,,,,,10/23/2018,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2008f565bb23c001d118d759bef31662b,https://n2t.net/ark:/21547/Dgt2BsalGer0448_6131_6132,2014-2020,354
Bsal Consortium Germany,Germany,Fischbach,2018,50.735368,6.294149,BsalGer0449_6133_6134,LivingSpecimen,Salamandra,salamandra,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,10,23,,,,Universities Trier and Braunschweig,,,,,,10/23/2018,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2a58344ff7e8a472d23e9e3b1bad5f0f5,https://n2t.net/ark:/21547/Dgt2BsalGer0449_6133_6134,2014-2020,354
Bsal Consortium Germany,Germany,Fischbach,2018,50.735368,6.294149,BsalGer0450_6135_6136,LivingSpecimen,Salamandra,salamandra,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,10,23,,,,Universities Trier and Braunschweig,,,,,,10/23/2018,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2a4732c8dd2fa29ff2cb5617a2da23b26,https://n2t.net/ark:/21547/Dgt2BsalGer0450_6135_6136,2014-2020,354
Bsal Consortium Germany,Germany,Fischbach,2018,50.735368,6.294149,BsalGer0451_6137_6138,LivingSpecimen,Salamandra,salamandra,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,10,23,,,,Universities Trier and Braunschweig,,,,,,10/23/2018,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2dac848a239ff21e0269419aa3e1264b5,https://n2t.net/ark:/21547/Dgt2BsalGer0451_6137_6138,2014-2020,354
Bsal Consortium Germany,Germany,Fischbach,2018,50.735368,6.294149,BsalGer0447_6129_6130,LivingSpecimen,Salamandra,salamandra,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,10,23,,,,Universities Trier and Braunschweig,,,,,,10/23/2018,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu28a394f68aeae2238ace6f00058ad9722,https://n2t.net/ark:/21547/Dgt2BsalGer0447_6129_6130,2014-2020,354
Bsal Consortium Germany,Germany,Schnee-Eifel (Schwarzer Mann),2019,50.266297,6.359253,BsalGer6104_SCHNEE_2019_15,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,5,16,,,,Universities Trier and Braunschweig,,,,,,5/16/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2b87cbdb29d142f668e3e7936f070b7f6,https://n2t.net/ark:/21547/Dgt2BsalGer6104_SCHNEE_2019_15,2014-2020,354
