materialSampleID,country,ADM0,ADM1,ADM2,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,minimumElevationInMeters,yearCollected,monthCollected,dayCollected,genus,species,scientific,nativeStatus,susceptibility,basisOfRecord,sampleType,diseaseTested,testMethod,BdDetected,BsalDetected,BdLoad,BsalLoad,fatal,diagnosticLab,individualCount,specimenDisposition,lifeStage,sex,soilMoisture,tmin,tmax,prec,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,collectorList,Sample_bcid,expeditionCode,projectId
DF0356,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,8,27,Alytes,obstetricans,Alytes obstetricans,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0357,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,9,3,Alytes,obstetricans,Alytes obstetricans,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0358,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,9,3,Alytes,obstetricans,Alytes obstetricans,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0359,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,9,3,Alytes,obstetricans,Alytes obstetricans,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0340,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,9,3,Alytes,obstetricans,Alytes obstetricans,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0341,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,9,8,Pelobates ,cultripes,Pelobates cultripes,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0342,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,9,8,Pelobates ,cultripes,Pelobates cultripes,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0343,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,9,8,Pelobates ,cultripes,Pelobates cultripes,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0344,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,9,8,Pelobates ,cultripes,Pelobates cultripes,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0345,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,9,8,Pelobates ,cultripes,Pelobates cultripes,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0346,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,9,8,Pelobates ,cultripes,Pelobates cultripes,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0347,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,9,12,Pelobates ,cultripes,Pelobates cultripes,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0348,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,9,12,Pelobates ,cultripes,Pelobates cultripes,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0349,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,9,12,Pelobates ,cultripes,Pelobates cultripes,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0350,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,9,12,Pelobates ,cultripes,Pelobates cultripes,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0351,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,9,12,Pelobates ,cultripes,Pelobates cultripes,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0352,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,9,12,Pelobates ,cultripes,Pelobates cultripes,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0356,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,9,26,Alytes,obstetricans,Alytes obstetricans,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0357,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,9,26,Alytes,obstetricans,Alytes obstetricans,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0358,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,9,26,Alytes,obstetricans,Alytes obstetricans,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0353,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,9,26,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0354,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,9,26,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0355,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,9,26,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0362,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Alytes,obstetricans,Alytes obstetricans,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0404,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Alytes ,obstetricans,Alytes obstetricans,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0383,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Bufo,spinosus,Bufo spinosus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0396,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Bufo,spinosus,Bufo spinosus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0425,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Ichthyosaura ,alpestris,Ichthyosaura alpestris,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0426,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Ichthyosaura ,alpestris,Ichthyosaura alpestris,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0378,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Pelobates,cultripes,Pelobates cultripes,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0373,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0374,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0375,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0376,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0377,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0380,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0381,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0382,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0385,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0397,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0359,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Salamandra,salamandra,Salamandra salamandra,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0360,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Salamandra,salamandra,Salamandra salamandra,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0361,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Salamandra,salamandra,Salamandra salamandra,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0384,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Salamandra,salamandra,Salamandra salamandra,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0386,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Salamandra,salamandra,Salamandra salamandra,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0387,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Salamandra,salamandra,Salamandra salamandra,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0388,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Salamandra,salamandra,Salamandra salamandra,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0389,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Salamandra,salamandra,Salamandra salamandra,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0390,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Salamandra,salamandra,Salamandra salamandra,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0391,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Salamandra,salamandra,Salamandra salamandra,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0392,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Salamandra,salamandra,Salamandra salamandra,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0393,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Salamandra,salamandra,Salamandra salamandra,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0394,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Salamandra,salamandra,Salamandra salamandra,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0395,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Salamandra,salamandra,Salamandra salamandra,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0401,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Salamandra,salamandra,Salamandra salamandra,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0402,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Salamandra,salamandra,Salamandra salamandra,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0432,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Salamandra ,salamandra,Salamandra salamandra,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0433,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Salamandra ,salamandra,Salamandra salamandra,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0434,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Salamandra ,salamandra,Salamandra salamandra,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,TRUE,FALSE,462,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0435,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Salamandra ,salamandra,Salamandra salamandra,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,TRUE,FALSE,288,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0436,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Salamandra ,salamandra,Salamandra salamandra,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,TRUE,FALSE,107,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0428,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2018,10,15,Triturus,anatolicus,Triturus anatolicus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
