"continent","country","Lat","Lon","Site","posSite","date","richness","iucn_rich","iucn_rwr","sppAbun","siteAbun","genus","scientific","susceptibility","rangeStatus","redListCategory","nPos_FS","nNeg_FS","nDead_FS","nAlive_FS","nFatalUnk_FS","nPos_all","nNeg_all","nDead_all","nAlive_all","nFatalUnk_all","nPos_all_noFS","nNeg_all_noFS","nDead_all_noFS","nAlive_all_noFS","nFatalUnk_all_noFS","temp_m2","temp_m1","temp_wk3","temp_wk2","temp_wk1","temp_d4","temp_d","sMoist_m2","sMoist_m1","sMoist_wk3","sMoist_wk2","sMoist_wk1","sMoist_d4","sMoist_d","tmin_wc","tavg_wc","tmax_wc","prec_wc","bio1_wc","bio2_wc","bio3_wc","bio4_wc","bio5_wc","bio6_wc","bio7_wc","bio8_wc","bio9_wc","bio10_wc","bio11_wc","bio12_wc","bio13_wc","bio14_wc","bio15_wc","bio16_wc","bio17_wc","bio18_wc","bio19_wc","diagnosticLab","principalInvestigator","collectorList","expeditionCode"
"Europe","Germany",49.919317,6.405269,184,"1",2019-04-24,3,14,0.00491246,1,3,"Bufo","Bufo bufo",1,"Native","Least Concern",0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2.43306884765605,6.117028808594,5.88749676139986,6.02484454719394,6.51942425163424,13.322778320312,13.024499511719,5.98171472549438,6.12454557418823,5.99151901322968,5.94547697962547,5.87494418085838,5.73232746124268,5.83768510818481,3.5,8.16800022125244,12.8280000686646,5.4,9.2388334274292,8.00300025939941,33.1359710693359,614.647583007812,22.9839992523193,-1.16799998283386,24.1519985198975,2.83466649055481,5.11466646194458,16.9486656188965,1.87800002098083,81.2,8.2,5.4,1.14557867050171,22.9,17.6,20,21.2,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.919317,6.405269,184,"1",2019-03-06,3,14,0.00491246,3,6,"Rana","Rana temporaria",1,"Native","Least Concern",0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0.0512023925780341,2.43306884765605,5.88749676139986,6.02484454719394,6.51942425163424,7.15203247070303,7.68401489257803,5.79487371444702,5.98171472549438,5.99151901322968,5.94547697962547,5.87494418085838,5.74395132064819,5.94553327560425,1.36800003051758,5.2519998550415,9.14799976348877,6.4,9.2388334274292,8.00300025939941,33.1359710693359,614.647583007812,22.9839992523193,-1.16799998283386,24.1519985198975,2.83466649055481,5.11466646194458,16.9486656188965,1.87800002098083,81.2,8.2,5.4,1.14557867050171,22.9,17.6,20,21.2,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.919317,6.405269,184,"1",2019-04-09,1,14,0.00491246,3,3,"Rana","Rana temporaria",1,"Native","Least Concern",0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,2.43306884765605,6.117028808594,5.88749676139986,6.02484454719394,6.51942425163424,6.35857543945303,10.831292724609,5.98171472549438,6.12454557418823,5.99151901322968,5.94547697962547,5.87494418085838,5.83506679534912,6.01038551330566,3.5,8.16800022125244,12.8280000686646,5.4,9.2388334274292,8.00300025939941,33.1359710693359,614.647583007812,22.9839992523193,-1.16799998283386,24.1519985198975,2.83466649055481,5.11466646194458,16.9486656188965,1.87800002098083,81.2,8.2,5.4,1.14557867050171,22.9,17.6,20,21.2,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.919317,6.405269,184,"1",2019-04-24,3,14,0.00491246,1,3,"Rana","Rana temporaria",1,"Native","Least Concern",0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2.43306884765605,6.117028808594,5.88749676139986,6.02484454719394,6.51942425163424,13.322778320312,13.024499511719,5.98171472549438,6.12454557418823,5.99151901322968,5.94547697962547,5.87494418085838,5.73232746124268,5.83768510818481,3.5,8.16800022125244,12.8280000686646,5.4,9.2388334274292,8.00300025939941,33.1359710693359,614.647583007812,22.9839992523193,-1.16799998283386,24.1519985198975,2.83466649055481,5.11466646194458,16.9486656188965,1.87800002098083,81.2,8.2,5.4,1.14557867050171,22.9,17.6,20,21.2,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.919317,6.405269,184,"1",2016-04-04,1,14,0.00491246,22,22,"Salamandra","Salamandra salamandra",3,"Native","Vulnerable",0,22,0,22,0,0,22,0,22,0,0,0,0,0,0,3.449700927734,3.60357055664105,5.88749676139986,6.02484454719394,6.51942425163424,6.35622558593803,11.275506591797,6.32868242263794,6.5331392288208,5.99151901322968,5.94547697962547,5.87494418085838,6.65414333343506,6.36606168746948,3.5,8.16800022125244,12.8280000686646,5.4,9.2388334274292,8.00300025939941,33.1359710693359,614.647583007812,22.9839992523193,-1.16799998283386,24.1519985198975,2.83466649055481,5.11466646194458,16.9486656188965,1.87800002098083,81.2,8.2,5.4,1.14557867050171,22.9,17.6,20,21.2,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.919317,6.405269,184,"1",2019-03-06,3,14,0.00491246,1,6,"Salamandra","Salamandra salamandra",3,"Native","Vulnerable",0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0.0512023925780341,2.43306884765605,5.88749676139986,6.02484454719394,6.51942425163424,7.15203247070303,7.68401489257803,5.79487371444702,5.98171472549438,5.99151901322968,5.94547697962547,5.87494418085838,5.74395132064819,5.94553327560425,1.36800003051758,5.2519998550415,9.14799976348877,6.4,9.2388334274292,8.00300025939941,33.1359710693359,614.647583007812,22.9839992523193,-1.16799998283386,24.1519985198975,2.83466649055481,5.11466646194458,16.9486656188965,1.87800002098083,81.2,8.2,5.4,1.14557867050171,22.9,17.6,20,21.2,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.919317,6.405269,184,"1",2019-04-03,1,14,0.00491246,1,1,"Salamandra","Salamandra salamandra",3,"Native","Vulnerable",0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,NA,NA,5.88749676139986,6.02484454719394,6.51942425163424,9.567864990234,6.152825927734,NA,NA,5.99151901322968,5.94547697962547,5.87494418085838,5.78709936141968,6.010169506073,3.5,8.16800022125244,12.8280000686646,5.4,9.2388334274292,8.00300025939941,33.1359710693359,614.647583007812,22.9839992523193,-1.16799998283386,24.1519985198975,2.83466649055481,5.11466646194458,16.9486656188965,1.87800002098083,81.2,8.2,5.4,1.14557867050171,22.9,17.6,20,21.2,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.919317,6.405269,184,"1",2019-04-08,1,14,0.00491246,13,13,"Salamandra","Salamandra salamandra",3,"Native","Vulnerable",0,13,0,13,0,0,13,0,13,0,0,0,0,0,0,NA,NA,5.88749676139986,6.02484454719394,6.51942425163424,5.88567504882803,10.850549316406,NA,NA,5.99151901322968,5.94547697962547,5.87494418085838,5.93260669708252,5.93078947067261,3.5,8.16800022125244,12.8280000686646,5.4,9.2388334274292,8.00300025939941,33.1359710693359,614.647583007812,22.9839992523193,-1.16799998283386,24.1519985198975,2.83466649055481,5.11466646194458,16.9486656188965,1.87800002098083,81.2,8.2,5.4,1.14557867050171,22.9,17.6,20,21.2,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.919317,6.405269,184,"1",2019-04-24,3,14,0.00491246,1,3,"Salamandra","Salamandra salamandra",3,"Native","Vulnerable",0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2.43306884765605,6.117028808594,5.88749676139986,6.02484454719394,6.51942425163424,13.322778320312,13.024499511719,5.98171472549438,6.12454557418823,5.99151901322968,5.94547697962547,5.87494418085838,5.73232746124268,5.83768510818481,3.5,8.16800022125244,12.8280000686646,5.4,9.2388334274292,8.00300025939941,33.1359710693359,614.647583007812,22.9839992523193,-1.16799998283386,24.1519985198975,2.83466649055481,5.11466646194458,16.9486656188965,1.87800002098083,81.2,8.2,5.4,1.14557867050171,22.9,17.6,20,21.2,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.919317,6.405269,184,"1",2019-04-25,1,14,0.00491246,1,1,"Salamandra","Salamandra salamandra",3,"Native","Vulnerable",0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2.43306884765605,6.117028808594,5.88749676139986,6.02484454719394,6.51942425163424,13.262475585938,11.154443359375,5.98171472549438,6.12454557418823,5.99151901322968,5.94547697962547,5.87494418085838,5.7046046257019,5.95894193649292,3.5,8.16800022125244,12.8280000686646,5.4,9.2388334274292,8.00300025939941,33.1359710693359,614.647583007812,22.9839992523193,-1.16799998283386,24.1519985198975,2.83466649055481,5.11466646194458,16.9486656188965,1.87800002098083,81.2,8.2,5.4,1.14557867050171,22.9,17.6,20,21.2,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.920602,6.435246,185,"1",2017-04-18,1,14,0.00491246,1,1,"Ichthyosaura","Ichthyosaura alpestris",2,"Native","Least Concern",0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2.60280761718803,7.07912597656201,7.38262329101574,10.6958600725446,9.30142909458703,9.32048950195303,4.45113525390605,6.5763521194458,6.74551916122437,6.17649923052107,6.04583168029785,5.97065911974226,5.90137147903442,5.98325681686401,3.46000003814697,8.04399967193604,12.6280002593994,5.5,9.14099979400635,7.87400007247925,32.6884765625,613.530700683594,22.8759994506836,-1.21200001239777,24.0879993438721,2.75600004196167,5.00733327865601,16.8393325805664,1.80800008773804,81.9,8.3,5.5,1.13891496658325,23.2,17.9,20.1,21.5,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.925429,6.284984,186,"1",2017-04-11,2,13,0.00476051,16,18,"Ichthyosaura","Ichthyosaura alpestris",2,"Native","Least Concern",0,0,0,0,0,0,16,0,16,0,0,16,0,16,0,2.60280761718803,7.07912597656201,8.63581455775673,7.38262329101574,10.6958600725446,8.53997192382803,8.11510620117201,6.5763521194458,6.74551916122437,6.25280720846994,6.17649923052107,6.04583168029785,5.97875738143921,5.92717933654785,3.43199992179871,7.87200021743774,12.3079996109009,5.6,8.989333152771,7.74599981307983,32.5462188720703,611.231079101562,22.4440002441406,-1.35599994659424,23.7999992370605,2.62599992752075,4.85933303833008,16.6340007781982,1.66666674613953,83.7,8.5,5.6,1.18275032043457,23.9,18.3,20.2,22.1,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.925429,6.284984,186,"1",2017-04-11,2,13,0.00476051,2,18,"Lissotriton","Lissotriton helveticus",1,"Native","Least Concern",0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,2.60280761718803,7.07912597656201,8.63581455775673,7.38262329101574,10.6958600725446,8.53997192382803,8.11510620117201,6.5763521194458,6.74551916122437,6.25280720846994,6.17649923052107,6.04583168029785,5.97875738143921,5.92717933654785,3.43199992179871,7.87200021743774,12.3079996109009,5.6,8.989333152771,7.74599981307983,32.5462188720703,611.231079101562,22.4440002441406,-1.35599994659424,23.7999992370605,2.62599992752075,4.85933303833008,16.6340007781982,1.66666674613953,83.7,8.5,5.6,1.18275032043457,23.9,18.3,20.2,22.1,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.943828,6.236489,187,"1",2017-04-12,1,13,0.00476051,9,9,"Lissotriton","Lissotriton helveticus",1,"Native","Least Concern",0,0,0,0,0,0,9,0,9,0,0,9,0,9,0,2.60280761718803,7.07912597656201,13.5080810546876,13.1715092250279,14.1773686000279,10.456750488281,9.13799438476605,6.5763521194458,6.74551916122437,6.24983320917402,6.20835484777178,6.1947351864406,5.98414945602417,5.97389554977417,3.48399996757507,7.8439998626709,12.1840000152588,5.8,8.97299957275391,7.58799982070923,32.1144409179688,608.988220214844,22.2800006866455,-1.34800004959106,23.6280002593994,2.63333344459534,4.8546667098999,16.5933322906494,1.68400001525879,84.5,8.6,5.8,1.15382556915283,24.1,18.7,20.1,22.4,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.943828,6.236489,187,"1",2018-06-21,1,13,0.00476051,1,1,"Lissotriton","Lissotriton helveticus",1,"Native","Least Concern",0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,11.269708251953,14.997888183594,13.5080810546876,13.1715092250279,14.1773686000279,14.566522216797,14.829461669922,6.84461450576782,6.47920703887939,6.24983320917402,6.20835484777178,6.1947351864406,6.01813173294067,5.93246269226074,10.5159997940063,15.2639999389648,19.9799995422363,6.9,8.97299957275391,7.58799982070923,32.1144409179688,608.988220214844,22.2800006866455,-1.34800004959106,23.6280002593994,2.63333344459534,4.8546667098999,16.5933322906494,1.68400001525879,84.5,8.6,5.8,1.15382556915283,24.1,18.7,20.1,22.4,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.971806,6.48175,188,"1",2018-06-23,1,14,0.00491246,1,1,"Rana","Rana temporaria",1,"Native","Least Concern",0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,11.269708251953,14.997888183594,19.3306692940847,19.271683175223,17.4057730538506,17.695062255859,12.756433105469,6.84461450576782,6.47920703887939,6.20707770756313,6.15509312493461,6.22955526624407,6.02942514419556,5.93019342422485,10.4919996261597,15.4440002441406,20.4039993286133,7,9.08583354949951,7.9243335723877,32.7939643859863,613.015502929688,22.8400001525879,-1.32400000095367,24.1639995574951,2.7206666469574,4.93933343887329,16.7859992980957,1.76333343982697,82.7,8.4,5.4,1.17700090408325,23.6,18.1,20.2,21.8,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.972056,6.440167,189,"1",2018-06-23,2,14,0.00491246,12,14,"Ichthyosaura","Ichthyosaura alpestris",2,"Native","Least Concern",0,0,0,0,0,0,12,0,12,0,0,12,0,12,0,11.269708251953,14.997888183594,19.3306692940847,19.271683175223,17.4057730538506,17.695062255859,12.756433105469,6.84461450576782,6.47920703887939,6.20707770756313,6.15509312493461,6.22955526624407,6.02942514419556,5.93019342422485,10.5839996337891,15.496000289917,20.4120006561279,7,9.15716648101807,7.86100006103516,32.6616249084473,611.624816894531,22.8600006103516,-1.20799994468689,24.068000793457,2.79999995231628,5.03000020980835,16.8313331604004,1.83866667747498,82.1,8.3,5.4,1.15321102142334,23.3,17.9,20.2,21.5,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.972056,6.440167,189,"1",2018-06-23,2,14,0.00491246,2,14,"Rana","Rana temporaria",1,"Native","Least Concern",0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,11.269708251953,14.997888183594,19.3306692940847,19.271683175223,17.4057730538506,17.695062255859,12.756433105469,6.84461450576782,6.47920703887939,6.20707770756313,6.15509312493461,6.22955526624407,6.02942514419556,5.93019342422485,10.5839996337891,15.496000289917,20.4120006561279,7,9.15716648101807,7.86100006103516,32.6616249084473,611.624816894531,22.8600006103516,-1.20799994468689,24.068000793457,2.79999995231628,5.03000020980835,16.8313331604004,1.83866667747498,82.1,8.3,5.4,1.15321102142334,23.3,17.9,20.2,21.5,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.974778,6.482083,190,"1",2018-06-23,1,14,0.00491246,1,1,"Ichthyosaura","Ichthyosaura alpestris",2,"Native","Least Concern",0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,11.269708251953,14.997888183594,19.3306692940847,19.271683175223,17.4057730538506,17.695062255859,12.756433105469,6.84461450576782,6.47920703887939,6.20707770756313,6.15509312493461,6.22955526624407,6.02942514419556,5.93019342422485,10.4919996261597,15.4440002441406,20.4039993286133,7,9.08583354949951,7.9243335723877,32.7939643859863,613.015502929688,22.8400001525879,-1.32400000095367,24.1639995574951,2.7206666469574,4.93933343887329,16.7859992980957,1.76333343982697,82.7,8.4,5.4,1.17700090408325,23.6,18.1,20.2,21.8,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.976417,6.474156,191,"1",2017-04-10,2,14,0.00491246,16,28,"Ichthyosaura","Ichthyosaura alpestris",2,"Native","Least Concern",0,0,0,0,0,0,16,0,16,0,0,16,0,16,0,2.60280761718803,7.07912597656201,13.0384863717215,13.2093782697405,13.13441292899,6.57012329101605,10.375177001953,6.5763521194458,6.74551916122437,6.06611721856253,6.10693490505219,6.13106180940356,5.99076318740845,5.93997192382812,3.37599992752075,7.97200012207031,12.576000213623,5.4,9.08583354949951,7.9243335723877,32.7939643859863,613.015502929688,22.8400001525879,-1.32400000095367,24.1639995574951,2.7206666469574,4.93933343887329,16.7859992980957,1.76333343982697,82.7,8.4,5.4,1.17700090408325,23.6,18.1,20.2,21.8,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.976417,6.474156,191,"1",2018-06-21,2,14,0.00491246,2,9,"Ichthyosaura","Ichthyosaura alpestris",2,"Native","Least Concern",0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,11.269708251953,14.997888183594,13.0384863717215,13.2093782697405,13.13441292899,14.942712402344,15.374932861328,6.84461450576782,6.47920703887939,6.06611721856253,6.10693490505219,6.13106180940356,6.04954862594604,5.95842504501343,10.4919996261597,15.4440002441406,20.4039993286133,7,9.08583354949951,7.9243335723877,32.7939643859863,613.015502929688,22.8400001525879,-1.32400000095367,24.1639995574951,2.7206666469574,4.93933343887329,16.7859992980957,1.76333343982697,82.7,8.4,5.4,1.17700090408325,23.6,18.1,20.2,21.8,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.976417,6.474156,191,"1",2019-03-20,2,14,0.00491246,35,51,"Ichthyosaura","Ichthyosaura alpestris",2,"Native","Least Concern",0,0,0,0,0,0,35,0,35,0,0,35,0,35,0,0.0512023925780341,2.43306884765605,13.0384863717215,13.2093782697405,13.13441292899,8.61364135742201,5.358148193359,5.79487371444702,5.98171472549438,6.06611721856253,6.10693490505219,6.13106180940356,6.07728147506714,5.88207387924194,1.23600006103516,5.07599973678589,8.90799999237061,6.7,9.08583354949951,7.9243335723877,32.7939643859863,613.015502929688,22.8400001525879,-1.32400000095367,24.1639995574951,2.7206666469574,4.93933343887329,16.7859992980957,1.76333343982697,82.7,8.4,5.4,1.17700090408325,23.6,18.1,20.2,21.8,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.976417,6.474156,191,"1",2017-04-10,2,14,0.00491246,12,28,"Lissotriton","Lissotriton helveticus",1,"Native","Least Concern",0,0,0,0,0,0,12,0,12,0,0,12,0,12,0,2.60280761718803,7.07912597656201,13.0384863717215,13.2093782697405,13.13441292899,6.57012329101605,10.375177001953,6.5763521194458,6.74551916122437,6.06611721856253,6.10693490505219,6.13106180940356,5.99076318740845,5.93997192382812,3.37599992752075,7.97200012207031,12.576000213623,5.4,9.08583354949951,7.9243335723877,32.7939643859863,613.015502929688,22.8400001525879,-1.32400000095367,24.1639995574951,2.7206666469574,4.93933343887329,16.7859992980957,1.76333343982697,82.7,8.4,5.4,1.17700090408325,23.6,18.1,20.2,21.8,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.976417,6.474156,191,"1",2018-06-21,2,14,0.00491246,7,9,"Lissotriton","Lissotriton helveticus",1,"Native","Least Concern",0,0,0,0,0,0,7,0,7,0,0,7,0,7,0,11.269708251953,14.997888183594,13.0384863717215,13.2093782697405,13.13441292899,14.942712402344,15.374932861328,6.84461450576782,6.47920703887939,6.06611721856253,6.10693490505219,6.13106180940356,6.04954862594604,5.95842504501343,10.4919996261597,15.4440002441406,20.4039993286133,7,9.08583354949951,7.9243335723877,32.7939643859863,613.015502929688,22.8400001525879,-1.32400000095367,24.1639995574951,2.7206666469574,4.93933343887329,16.7859992980957,1.76333343982697,82.7,8.4,5.4,1.17700090408325,23.6,18.1,20.2,21.8,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.976417,6.474156,191,"1",2018-06-23,1,14,0.00491246,1,1,"Lissotriton","Lissotriton helveticus",1,"Native","Least Concern",0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,11.269708251953,14.997888183594,13.0384863717215,13.2093782697405,13.13441292899,17.695062255859,12.756433105469,6.84461450576782,6.47920703887939,6.06611721856253,6.10693490505219,6.13106180940356,6.02942514419556,5.93019342422485,10.4919996261597,15.4440002441406,20.4039993286133,7,9.08583354949951,7.9243335723877,32.7939643859863,613.015502929688,22.8400001525879,-1.32400000095367,24.1639995574951,2.7206666469574,4.93933343887329,16.7859992980957,1.76333343982697,82.7,8.4,5.4,1.17700090408325,23.6,18.1,20.2,21.8,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",49.976417,6.474156,191,"1",2019-03-20,2,14,0.00491246,16,51,"Lissotriton","Lissotriton helveticus",1,"Native","Least Concern",0,0,0,0,0,0,16,0,16,0,0,16,0,16,0,0.0512023925780341,2.43306884765605,13.0384863717215,13.2093782697405,13.13441292899,8.61364135742201,5.358148193359,5.79487371444702,5.98171472549438,6.06611721856253,6.10693490505219,6.13106180940356,6.07728147506714,5.88207387924194,1.23600006103516,5.07599973678589,8.90799999237061,6.7,9.08583354949951,7.9243335723877,32.7939643859863,613.015502929688,22.8400001525879,-1.32400000095367,24.1639995574951,2.7206666469574,4.93933343887329,16.7859992980957,1.76333343982697,82.7,8.4,5.4,1.17700090408325,23.6,18.1,20.2,21.8,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",50.009568,6.888018,192,"1",2019-04-13,3,14,0.00491246,3,5,"Ichthyosaura","Ichthyosaura alpestris",2,"Native","Least Concern",0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,3.69460449218803,6.34005126953105,9.07384934198288,7.60735764276426,7.1692240397135,9.92373046875002,1.38131103515605,6.26859426498413,6.41480827331543,5.36161427270798,5.21491997582572,5.26931040627616,5.83739185333252,5.64409923553467,3.02800011634827,7.53599977493286,12.0600004196167,5.8,8.70333290100098,7.7480001449585,32.2028274536133,616.938110351562,22.3880004882812,-1.67200005054474,24.060001373291,2.34866666793823,4.49399995803833,16.5026664733887,1.35933339595795,86.9,9.6,5.8,1.45947389602661,26,19.7,19.8,24.4,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",50.009568,6.888018,192,"1",2019-04-09,2,14,0.00491246,1,2,"Lissotriton","Lissotriton vulgaris",2,"Native","Least Concern",0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,3.69460449218803,6.34005126953105,9.07384934198288,7.60735764276426,7.1692240397135,5.74083862304701,9.92373046875002,6.26859426498413,6.41480827331543,5.36161427270798,5.21491997582572,5.26931040627616,5.62242078781128,5.83739185333252,3.02800011634827,7.53599977493286,12.0600004196167,5.8,8.70333290100098,7.7480001449585,32.2028274536133,616.938110351562,22.3880004882812,-1.67200005054474,24.060001373291,2.34866666793823,4.49399995803833,16.5026664733887,1.35933339595795,86.9,9.6,5.8,1.45947389602661,26,19.7,19.8,24.4,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",50.009568,6.888018,192,"1",2019-04-13,3,14,0.00491246,1,5,"Lissotriton","Lissotriton vulgaris",2,"Native","Least Concern",0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,3.69460449218803,6.34005126953105,9.07384934198288,7.60735764276426,7.1692240397135,9.92373046875002,1.38131103515605,6.26859426498413,6.41480827331543,5.36161427270798,5.21491997582572,5.26931040627616,5.83739185333252,5.64409923553467,3.02800011634827,7.53599977493286,12.0600004196167,5.8,8.70333290100098,7.7480001449585,32.2028274536133,616.938110351562,22.3880004882812,-1.67200005054474,24.060001373291,2.34866666793823,4.49399995803833,16.5026664733887,1.35933339595795,86.9,9.6,5.8,1.45947389602661,26,19.7,19.8,24.4,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",50.009568,6.888018,192,"1",2018-11-07,1,14,0.00491246,20,20,"Salamandra","Salamandra salamandra",3,"Native","Vulnerable",0,20,0,20,0,0,20,0,20,0,0,0,0,0,0,13.200036621094,9.65020141601605,9.07384934198288,7.60735764276426,7.1692240397135,6.37163696289105,10.827508544922,5.4932165145874,5.43918418884277,5.36161427270798,5.21491997582572,5.26931040627616,4.7831883430481,4.67368316650391,1.75999999046326,4.30399990081787,6.83599996566772,8.1,8.70333290100098,7.7480001449585,32.2028274536133,616.938110351562,22.3880004882812,-1.67200005054474,24.060001373291,2.34866666793823,4.49399995803833,16.5026664733887,1.35933339595795,86.9,9.6,5.8,1.45947389602661,26,19.7,19.8,24.4,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",50.009568,6.888018,192,"1",2019-04-09,2,14,0.00491246,1,2,"Triturus","Triturus cristatus",3,"Native","Least Concern",0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,3.69460449218803,6.34005126953105,9.07384934198288,7.60735764276426,7.1692240397135,5.74083862304701,9.92373046875002,6.26859426498413,6.41480827331543,5.36161427270798,5.21491997582572,5.26931040627616,5.62242078781128,5.83739185333252,3.02800011634827,7.53599977493286,12.0600004196167,5.8,8.70333290100098,7.7480001449585,32.2028274536133,616.938110351562,22.3880004882812,-1.67200005054474,24.060001373291,2.34866666793823,4.49399995803833,16.5026664733887,1.35933339595795,86.9,9.6,5.8,1.45947389602661,26,19.7,19.8,24.4,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
"Europe","Germany",50.009568,6.888018,192,"1",2019-04-13,3,14,0.00491246,1,5,"Triturus","Triturus cristatus",3,"Native","Least Concern",0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,3.69460449218803,6.34005126953105,9.07384934198288,7.60735764276426,7.1692240397135,9.92373046875002,1.38131103515605,6.26859426498413,6.41480827331543,5.36161427270798,5.21491997582572,5.26931040627616,5.83739185333252,5.64409923553467,3.02800011634827,7.53599977493286,12.0600004196167,5.8,8.70333290100098,7.7480001449585,32.2028274536133,616.938110351562,22.3880004882812,-1.67200005054474,24.060001373291,2.34866666793823,4.49399995803833,16.5026664733887,1.35933339595795,86.9,9.6,5.8,1.45947389602661,26,19.7,19.8,24.4,"Universities Trier and Braunschweig","Bsal Consortium Germany","Bsal Consortium Germany","2014-2020"
